0.02,-847,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.04,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.0733341,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.1070458,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.1403791,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.1737311,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.2070649,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.240814,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.2741485,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.3074821,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.3408151,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.3743519,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.4076852,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.4415365,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.4748678,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.5084191,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.5424485,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.575981,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.6093143,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.6426475,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.676272,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.7096058,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.7432106,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.7765439,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.8101647,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.8434983,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.8768318,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.9105222,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.9441191,-839,-31,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
