0.02,-1153,-499,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.04,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.0733349,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.1066687,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.140002,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.1741356,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.2080447,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.241377,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.2747108,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.3080436,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.3413771,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.3747236,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.4080573,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.4413908,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.4747243,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.5084198,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.541867,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.5751992,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.6085325,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.6418663,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.6751997,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.7085333,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.7424415,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.7757751,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.8091085,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.8427238,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.8764515,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.9097847,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.9431185,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
0.9767069,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
1.010038,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
1.043629,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
1.076962,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
1.110295,-1145,-530,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,False,False
