,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog
434,14.512124,0,0,0,0,1
435,14.545454,0,30,1,0,1
734,24.539104000000002,1,29,1,0,1
806,26.944494000000002,1,30,1,0,1
