,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog
294,9.831719,0,20,0,0,0
319,10.681799000000002,0,20,1,0,0
417,13.956029000000001,0,21,1,0,0
918,30.721588999999998,1,21,1,0,0
1091,36.512549,1,20,1,0,0
