,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog
315,10.53859,0,10,0,0,0
340,11.38803,0,10,1,0,0
456,15.27006,0,11,1,0,0
856,28.65659,1,11,1,0,0
1029,34.44465,1,10,1,0,0
1229,41.13261,1,11,1,0,0
1263,42.269200000000005,1,11,2,0,0
1323,44.27516000000001,1,9,2,0,0
1346,45.04422,1,9,1,0,0
