,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog
334,11.161470999999999,0,21,0,0,0
359,12.012481000000001,0,21,1,0,0
905,30.280231,1,20,1,0,0
977,32.687961,1,21,1,0,0
