,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog
291,9.737206,0,14,0,0,0
317,10.620336,0,14,1,0,0
854,28.578476000000002,1,13,1,0,0
926,30.986355999999997,1,14,1,0,0
