,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog
397,13.272723000000003,0,24,0,0,0
423,14.155563,0,24,1,0,0
1514,50.649792999999995,1,23,1,0,0
1586,53.059593,1,24,1,0,0
