,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog
366,12.232069000000001,0,18,0,0,0
394,13.183608999999999,0,18,1,0,0
566,18.939169,0,19,1,0,0
1073,35.906039,1,19,1,0,0
1341,44.875479000000006,1,18,2,0,0
1396,46.721839,1,20,2,0,0
