,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog
364,12.186606999999999,0,14,0,0,0
428,14.342306999999998,0,14,1,0,0
539,18.055056999999998,0,13,1,0,0
976,32.678017000000004,1,13,1,0,0
1048,35.085387000000004,1,14,1,0,0
1149,38.465137000000006,1,13,1,0,0
1233,41.276267000000004,1,14,1,0,0
1263,42.279767,1,14,2,0,0
1313,43.951747000000005,1,12,2,0,0
1333,44.621647,1,12,1,0,0
