,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog
460,15.391125,0,19,0,0,0
486,16.274975,0,19,1,0,0
984,32.931365,1,18,1,0,0
1056,35.338615000000004,1,19,1,0,0
1252,41.896185,1,19,1,0,0
1282,42.897695,1,19,2,0,0
