,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog
264,8.829196,0,11,0,0,0
289,9.679226,0,11,1,0,0
360,12.054656,0,10,1,0,0
917,30.681645999999997,1,10,1,0,0
989,33.089456,1,11,1,0,0
1090,36.466986000000006,1,10,1,0,0
