,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog
364,12.178225,0,8,0,0,0
396,13.261955,0,8,1,0,0
1124,37.625715,1,7,1,0,0
1196,40.037275,1,8,1,0,0
