,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog
468,15.648430000000001,0,0,0,0,1
469,15.68223,0,25,1,0,1
768,25.67588,1,24,1,0,1
840,28.08287,1,25,1,0,1
