,time,kukan
0,32.931365,
1,35.338615000000004,"19.0,18.0"
2,38.719335,"19.0,18.0"
3,41.896185,"19.0,18.0"
4,42.897695,18.0
5,44.501075,18.0
6,45.271625,"18.0,17.0"
