,time,kukan
0,34.490258999999995,
1,36.897279,"27.0,26.0"
2,40.274759,"27.0,26.0"
3,44.121189,"27.0,26.0"
4,44.856449,26.0
5,51.282509000000005,26.0
6,52.018069,"26.0,25.0"
