,time,kukan
0,26.734941000000003,
1,29.148561000000004,"15.0,14.0"
2,32.527361,"15.0,14.0"
3,36.476651,"15.0,14.0"
4,37.544811,14.0
5,39.381501,14.0
6,40.216781,"14.0,13.0"
