,time,kukan
0,32.678017000000004,
1,35.085387000000004,"14.0,13.0"
2,38.465137000000006,"14.0,13.0"
3,41.276267,"14.0,13.0"
4,42.279767,13.0
5,43.951747000000005,13.0
6,44.621647,"13.0,12.0"
