,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
575,19.23113,0,30,0,0,0,-1435,0,-1440,1000,0
619,20.71806,0,30,1,0,0,-1435,0,-1440,1000,1
645,21.58825,0,30,1,0,0,-1435,0,-1440,1000,0
1074,35.94428,1,30,1,0,0,-1435,0,-1440,1000,0
1210,40.49112,1,29,1,0,0,-1435,0,-1440,1000,0
1250,41.82707,1,29,1,0,0,-1435,0,-1440,1000,1
1313,43.93402,1,29,1,0,0,-1435,0,-1440,1000,0
