,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
459,15.347712999999999,0,0,0,0,1,-174,0,-177,1000,0
460,15.381042999999998,0,4,1,0,1,-174,0,-177,1000,0
759,25.371413,1,4,1,0,1,-174,0,-177,1000,0
