,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
276,9.236511,0,0,0,0,1,-1085,0,-1083,1000,0
277,9.269841,0,22,1,0,1,-1085,0,-1083,1000,0
307,10.273140999999999,0,23,1,0,1,-1085,0,-1083,1000,0
576,19.265361,1,23,1,0,1,-1085,0,-1083,1000,0
648,21.676471,1,22,1,0,1,-1085,0,-1083,1000,0
749,25.060851,1,23,1,0,1,-1085,0,-1083,1000,0
