,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
465,15.538181,0,24,0,0,0,-1145,-1105,-1135,1000,0
517,17.290900999999998,0,24,1,0,0,-1145,-1105,-1135,1000,1
534,17.859631,0,24,1,0,0,-1145,-1105,-1135,1000,0
997,33.345611,1,24,1,0,0,-1145,-1105,-1135,1000,0
1138,38.059621,1,23,1,0,0,-1145,-1105,-1135,1000,0
1176,39.329071,1,23,1,0,0,-1145,-1105,-1135,1000,1
1260,42.135881000000005,1,23,1,0,0,-1145,-1105,-1135,1000,0
