,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
524,17.545382999999998,0,0,0,0,1,-1083,0,-1079,1000,0
525,17.578872999999998,0,22,1,0,1,-1083,0,-1079,1000,0
555,18.582452999999997,0,23,1,0,1,-1083,0,-1079,1000,0
824,27.586433,1,23,1,0,1,-1083,0,-1079,1000,0
896,29.995412999999996,1,22,1,0,1,-1083,0,-1079,1000,0
997,33.372983000000005,1,23,1,0,1,-1083,0,-1079,1000,0
