,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
266,8.895785,0,0,0,0,1,-1369,0,-1368,1000,0
267,8.929115000000001,0,28,1,0,1,-1369,0,-1368,1000,0
566,18.934514999999998,1,28,1,0,1,-1369,0,-1368,1000,0
