,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
313,10.4850212,0,22,0,0,0,-1029,0,-1029,1000,0
340,11.4017912,0,22,1,0,0,-1029,0,-1029,1000,1
364,12.2037912,0,22,1,0,0,-1029,0,-1029,1000,0
776,25.9926512,1,22,1,0,0,-1029,0,-1029,1000,0
943,31.574511199999996,1,21,1,0,0,-1029,0,-1029,1000,0
966,32.3458712,1,21,1,0,0,-1029,0,-1029,1000,1
986,33.0146812,1,21,1,0,0,-1029,0,-1029,1000,0
