,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
303,10.145232,0,16,0,0,0,-760,0,-764,1000,0
362,12.136721999999999,0,16,1,0,0,-760,0,-764,1000,1
396,13.273171999999999,0,16,1,0,0,-760,0,-764,1000,0
795,26.624382,1,16,1,0,0,-760,0,-764,1000,0
944,31.613191999999998,1,15,1,0,0,-760,0,-764,1000,0
998,33.417311999999995,1,15,1,0,0,-760,0,-764,1000,1
1052,35.222552,1,15,1,0,0,-760,0,-764,1000,0
