,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
404,13.521114,0,14,0,0,0,-627,0,-630,1000,0
473,15.848764,0,14,1,0,0,-627,0,-630,1000,1
606,20.299984,0,14,1,0,0,-627,0,-630,1000,0
638,21.370044,0,13,1,0,0,-627,0,-630,1000,0
665,22.272774,0,13,1,0,0,-627,0,-630,1000,1
679,22.740884,0,13,1,0,0,-627,0,-630,1000,0
1083,36.250764,1,13,1,0,0,-627,0,-630,1000,0
1256,42.037734,1,14,1,0,0,-627,0,-630,1000,0
