,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
259,8.663684,0,0,0,0,1,-220,0,-224,1000,0
260,8.697014,0,5,1,0,1,-220,0,-224,1000,0
559,18.687434,1,5,1,0,1,-220,0,-224,1000,0
