,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
237,7.929424,0,0,0,0,1,-1430,-1480,-1431,1000,0
238,7.962871000000001,0,29,1,0,1,-1430,-1480,-1431,1000,0
268,8.968364000000001,0,30,1,0,1,-1430,-1480,-1431,1000,0
537,17.958174,1,30,1,0,1,-1430,-1480,-1431,1000,0
609,20.364953999999997,1,29,1,0,1,-1430,-1480,-1431,1000,0
710,23.743734,1,30,1,0,1,-1430,-1480,-1431,1000,0
