,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
215,7.1910929999999995,0,21,0,0,0,-993,0,-996,1000,0
250,8.375869999999999,0,21,1,0,0,-993,0,-996,1000,1
271,9.078389999999999,0,21,1,0,0,-993,0,-996,1000,0
653,21.850450000000002,1,21,1,0,0,-993,0,-996,1000,0
782,26.16587,1,20,1,0,0,-993,0,-996,1000,0
817,27.335630000000002,1,20,1,0,0,-993,0,-996,1000,1
837,28.00368,1,20,1,0,0,-993,0,-996,1000,0
