,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
537,17.974843,0,10,0,0,0,-425,-375,-427,1000,0
568,19.013303,0,10,1,0,0,-425,-375,-427,1000,1
591,19.781962999999998,0,10,1,0,0,-425,-375,-427,1000,0
1016,34.007233,1,10,1,0,0,-425,-375,-427,1000,0
1192,39.889913,1,9,1,0,0,-425,-375,-427,1000,0
1245,41.661633,1,9,1,0,0,-425,-375,-427,1000,1
1279,42.798203,1,9,1,0,0,-425,-375,-427,1000,0
