,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
222,7.430317999999999,0,21,0,0,0,-987,0,-986,1000,0
258,8.648568000000001,0,21,1,0,0,-987,0,-986,1000,1
282,9.452078,0,21,1,0,0,-987,0,-986,1000,0
809,27.078618,1,21,1,0,0,-987,0,-986,1000,0
940,31.458508,1,20,1,0,0,-987,0,-986,1000,0
975,32.627708,1,20,1,0,0,-987,0,-986,1000,1
1008,33.731897999999994,1,20,1,0,0,-987,0,-986,1000,0
