,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
459,15.356239000000002,0,15,0,0,0,-688,0,-691,1000,0
493,16.509659,0,15,1,0,0,-688,0,-691,1000,1
555,18.584099000000002,0,15,1,0,0,-688,0,-691,1000,0
1018,34.075739,1,15,1,0,0,-688,0,-691,1000,0
1157,38.729178999999995,1,14,1,0,0,-688,0,-691,1000,0
1195,40.000189,1,14,1,0,0,-688,0,-691,1000,1
1271,42.539548999999994,1,14,1,0,0,-688,0,-691,1000,0
