,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
376,12.570322,0,0,0,0,1,-143,-193,-142,1000,0
377,12.603672,0,3,1,0,1,-143,-193,-142,1000,0
406,13.574012,0,4,1,0,1,-143,-193,-142,1000,0
675,22.577132000000002,1,4,1,0,1,-143,-193,-142,1000,0
747,24.981592000000003,1,3,1,0,1,-143,-193,-142,1000,0
848,28.357432,1,4,1,0,1,-143,-193,-142,1000,0
