,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
295,9.861544,0,0,0,0,1,-178,0,-175,1000,0
296,9.894874,0,4,1,0,1,-178,0,-175,1000,0
595,19.882744,1,4,1,0,1,-178,0,-175,1000,0
