,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
221,7.395044,0,11,0,0,0,-476,0,-473,1000,0
256,8.580864,0,11,1,0,0,-476,0,-473,1000,1
282,9.451654,0,11,1,0,0,-476,0,-473,1000,0
681,22.796174,1,11,1,0,0,-476,0,-473,1000,0
802,26.842664,1,10,1,0,0,-476,0,-473,1000,0
834,27.913733999999998,1,10,1,0,0,-476,0,-473,1000,1
860,28.783853999999998,1,10,1,0,0,-476,0,-473,1000,0
