,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
582,19.480099,0,0,0,0,1,-1153,0,-1151,1000,0
583,19.513438999999998,0,23,1,0,1,-1153,0,-1151,1000,0
613,20.515479,0,24,1,0,1,-1153,0,-1151,1000,0
882,29.522059,1,24,1,0,1,-1153,0,-1151,1000,0
954,31.932528999999995,1,23,1,0,1,-1153,0,-1151,1000,0
1055,35.313859,1,24,1,0,1,-1153,0,-1151,1000,0
