,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
340,11.373403300000001,0,0,0,0,1,-187,0,-186,1000,0
341,11.4073133,0,4,1,0,1,-187,0,-186,1000,0
371,12.410003300000001,0,5,1,0,1,-187,0,-186,1000,0
640,21.393903299999998,1,5,1,0,1,-187,0,-186,1000,0
712,23.7980633,1,4,1,0,1,-187,0,-186,1000,0
813,27.1715533,1,5,1,0,1,-187,0,-186,1000,0
