,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
166,5.551767,0,29,0,0,0,-1393,0,-1395,1000,0
195,6.535844,0,29,1,0,0,-1393,0,-1395,1000,1
222,7.438759999999999,0,29,1,0,0,-1393,0,-1395,1000,0
634,21.223622,1,29,1,0,0,-1393,0,-1395,1000,0
809,27.082382,1,28,1,0,0,-1393,0,-1395,1000,0
834,27.918742,1,28,1,0,0,-1393,0,-1395,1000,1
876,29.323292000000002,1,28,1,0,0,-1393,0,-1395,1000,0
