,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
369,12.344306000000001,0,0,0,0,1,-1217,0,-1213,1000,0
370,12.378386,0,25,1,0,1,-1217,0,-1213,1000,0
669,22.381516,1,25,1,0,1,-1217,0,-1213,1000,0
