,time,SajoAnker,MizuKukan,MizuAction,goho,AutoHunmuLog,carposition.z,carsubposition.z,fireposition.z,firesubposition.z,MizuGoOrStop
484,16.192533,0,0,0,0,1,-543,0,-539,1000,0
485,16.226633,0,11,1,0,1,-543,0,-539,1000,0
515,17.231163,0,12,1,0,1,-543,0,-539,1000,0
784,26.225172999999998,1,12,1,0,1,-543,0,-539,1000,0
856,28.633423,1,11,1,0,1,-543,0,-539,1000,0
957,32.010443,1,12,1,0,1,-543,0,-539,1000,0
